FTU_partonomy	cell_type	CT_ID	CT_label	biomarker	Biomarker - type
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	CD1A	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	CD1B	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	CD1E	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	CD8A	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	CD8B	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	ELOVL4	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	SH3TC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	SMPD3	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	double-positive, alpha-beta thymocyte	CL:0000809	double positive thymocyte	UHRF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	CCDC50	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	GZMB	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	IL3RA	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	IRF7	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	IRF8	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	JCHAIN	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	LILRA4	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	PLAC8	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	PLD4	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	UGCG	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->cortex of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	beige adipocyte	CL:0001070	beige adipocyte		gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	CCL2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	CCL25	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	CTSV	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	CYR61	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	HCFC1R1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	KRT5	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	P3H2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	PLTP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	TDGF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->corticomedullary boundary of thymus	corticomedullary thymic epithelial cell	CL:0009070	corticomedullary thymic epithelial cell	TFPI2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	CCDC50	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	GZMB	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	IL3RA	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	IRF7	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	IRF8	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	JCHAIN	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	LILRA4	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	PLAC8	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	PLD4	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic plasmacytoid dendritic cell	CL:0000942	plasmacytoid dendritic cell	UGCG	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	APOE	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	C1QA	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	C1QB	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	C1QC	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	LGMN	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	MS4A7	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	SELENOP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	SLC40A1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	thymic medullary macrophage	CL:0000882	macrophage	STAB1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	BIRC3	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	CD22	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	CD79A	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	FCER2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	HLA-DQB1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	HLA-DRA	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	IGHD	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	IGHM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	MS4A1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus	naive B cell	CL:0000788	naive B cell	TCL1A	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymic vein	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymus epithelium	medullary thymic epithelial cell type 1	CL:0009071	medullary thymic epithelial cell type 1	CCL19	gene
thoracic thymus-->thymus lobe-->thymus lobule-->medulla of thymus-->thymus epithelium	medullary thymic epithelial cell type 1	CL:0009071	medullary thymic epithelial cell type 1	CH25H	gene
